country,iso_code,date,total_vaccinations,people_vaccinated,people_fully_vaccinated,daily_vaccinations_raw,daily_vaccinations,total_vaccinations_per_hundred,people_vaccinated_per_hundred,people_fully_vaccinated_per_hundred,daily_vaccinations_per_million,vaccines,source_name,source_website
Denmark,DNK,2021-01-29,247244.0,185700.0,61544.0,17460.0,7127.0,4.27,3.21,1.06,1230.0,"Moderna, Pfizer/BioNTech",Statens Serum Institut,https://files.ssi.dk/covid19/vaccinationstilslutning/vaccinationstilslutning-31012021-sol1
Denmark,DNK,2021-01-30,258978.0,186759.0,72219.0,11734.0,7673.0,4.47,3.22,1.25,1325.0,"Moderna, Pfizer/BioNTech",Statens Serum Institut,https://files.ssi.dk/covid19/vaccinationstilslutning/vaccinationstilslutning-31012021-sol1
Denmark,DNK,2021-01-31,258998.0,186762.0,72236.0,20.0,6654.0,4.47,3.22,1.25,1149.0,"Moderna, Pfizer/BioNTech",Statens Serum Institut,https://files.ssi.dk/covid19/vaccinationstilslutning/vaccinationstilslutning-31012021-sol1
Ecuador,ECU,2021-01-21,0.0,,,,,0.0,,,,Pfizer/BioNTech,Government of Ecuador,https://twitter.com/salud_ec/status/1354577588866457600?s=21
Ecuador,ECU,2021-01-22,108.0,,,108.0,108.0,0.0,,,6.0,Pfizer/BioNTech,Government of Ecuador,https://twitter.com/salud_ec/status/1354577588866457600?s=21
Ecuador,ECU,2021-01-23,,,,,294.0,,,,17.0,Pfizer/BioNTech,Government of Ecuador,https://twitter.com/salud_ec/status/1354577588866457600?s=21
Ecuador,ECU,2021-01-24,,,,,355.0,,,,20.0,Pfizer/BioNTech,Government of Ecuador,https://twitter.com/salud_ec/status/1354577588866457600?s=21
Ecuador,ECU,2021-01-25,,,,,386.0,,,,22.0,Pfizer/BioNTech,Government of Ecuador,https://twitter.com/salud_ec/status/1354577588866457600?s=21
Ecuador,ECU,2021-01-26,,,,,405.0,,,,23.0,Pfizer/BioNTech,Government of Ecuador,https://twitter.com/salud_ec/status/1354577588866457600?s=21
Ecuador,ECU,2021-01-27,,,,,417.0,,,,24.0,Pfizer/BioNTech,Government of Ecuador,https://twitter.com/salud_ec/status/1354577588866457600?s=21
Ecuador,ECU,2021-01-28,2982.0,,,,426.0,0.02,,,24.0,Pfizer/BioNTech,Government of Ecuador,https://twitter.com/salud_ec/status/1354577588866457600?s=21
England,,2020-12-20,570199.0,570199.0,,,,1.01,1.01,,,"Oxford/AstraZeneca, Pfizer/BioNTech",Government of the United Kingdom,https://coronavirus.data.gov.uk/details/healthcare
England,,2020-12-21,,,,,37897.0,,,,673.0,"Oxford/AstraZeneca, Pfizer/BioNTech",Government of the United Kingdom,https://coronavirus.data.gov.uk/details/healthcare
England,,2020-12-22,,,,,37897.0,,,,673.0,"Oxford/AstraZeneca, Pfizer/BioNTech",Government of the United Kingdom,https://coronavirus.data.gov.uk/details/healthcare
England,,2020-12-23,,,,,37897.0,,,,673.0,"Oxford/AstraZeneca, Pfizer/BioNTech",Government of the United Kingdom,https://coronavirus.data.gov.uk/details/healthcare
England,,2020-12-24,,,,,37897.0,,,,673.0,"Oxford/AstraZeneca, Pfizer/BioNTech",Government of the United Kingdom,https://coronavirus.data.gov.uk/details/healthcare
England,,2020-12-25,,,,,37897.0,,,,673.0,"Oxford/AstraZeneca, Pfizer/BioNTech",Government of the United Kingdom,https://coronavirus.data.gov.uk/details/healthcare
England,,2020-12-26,,,,,37897.0,,,,673.0,"Oxford/AstraZeneca, Pfizer/BioNTech",Government of the United Kingdom,https://coronavirus.data.gov.uk/details/healthcare
England,,2020-12-27,835475.0,835475.0,,,37897.0,1.48,1.48,,673.0,"Oxford/AstraZeneca, Pfizer/BioNTech",Government of the United Kingdom,https://coronavirus.data.gov.uk/details/healthcare
England,,2020-12-28,,,,,39559.0,,,,703.0,"Oxford/AstraZeneca, Pfizer/BioNTech",Government of the United Kingdom,https://coronavirus.data.gov.uk/details/healthcare
England,,2020-12-29,,,,,41221.0,,,,732.0,"Oxford/AstraZeneca, Pfizer/BioNTech",Government of the United Kingdom,https://coronavirus.data.gov.uk/details/healthcare
England,,2020-12-30,,,,,42884.0,,,,762.0,"Oxford/AstraZeneca, Pfizer/BioNTech",Government of the United Kingdom,https://coronavirus.data.gov.uk/details/healthcare
England,,2020-12-31,,,,,44546.0,,,,791.0,"Oxford/AstraZeneca, Pfizer/BioNTech",Government of the United Kingdom,https://coronavirus.data.gov.uk/details/healthcare
England,,2021-01-01,,,,,46209.0,,,,821.0,"Oxford/AstraZeneca, Pfizer/BioNTech",Government of the United Kingdom,https://coronavirus.data.gov.uk/details/healthcare
England,,2021-01-02,,,,,47871.0,,,,850.0,"Oxford/AstraZeneca, Pfizer/BioNTech",Government of the United Kingdom,https://coronavirus.data.gov.uk/details/healthcare
England,,2021-01-03,1182209.0,1161742.0,20467.0,,49533.0,2.1,2.06,0.04,880.0,"Oxford/AstraZeneca, Pfizer/BioNTech",Government of the United Kingdom,https://coronavirus.data.gov.uk/details/healthcare
England,,2021-01-04,,,,,65958.0,,,,1172.0,"Oxford/AstraZeneca, Pfizer/BioNTech",Government of the United Kingdom,https://coronavirus.data.gov.uk/details/healthcare
England,,2021-01-05,,,,,82383.0,,,,1464.0,"Oxford/AstraZeneca, Pfizer/BioNTech",Government of the United Kingdom,https://coronavirus.data.gov.uk/details/healthcare
England,,2021-01-06,,,,,98808.0,,,,1755.0,"Oxford/AstraZeneca, Pfizer/BioNTech",Government of the United Kingdom,https://coronavirus.data.gov.uk/details/healthcare
England,,2021-01-07,,,,,115233.0,,,,2047.0,"Oxford/AstraZeneca, Pfizer/BioNTech",Government of the United Kingdom,https://coronavirus.data.gov.uk/details/healthcare
England,,2021-01-08,,,,,131658.0,,,,2339.0,"Oxford/AstraZeneca, Pfizer/BioNTech",Government of the United Kingdom,https://coronavirus.data.gov.uk/details/healthcare
England,,2021-01-09,,,,,148083.0,,,,2631.0,"Oxford/AstraZeneca, Pfizer/BioNTech",Government of the United Kingdom,https://coronavirus.data.gov.uk/details/healthcare
England,,2021-01-10,2333764.0,1959151.0,374613.0,,164508.0,4.15,3.48,0.67,2923.0,"Oxford/AstraZeneca, Pfizer/BioNTech",Government of the United Kingdom,https://coronavirus.data.gov.uk/details/healthcare
England,,2021-01-11,2474205.0,2080280.0,393925.0,140441.0,161070.0,4.4,3.7,0.7,2862.0,"Oxford/AstraZeneca, Pfizer/BioNTech",Government of the United Kingdom,https://coronavirus.data.gov.uk/details/healthcare
England,,2021-01-12,2661850.0,2254556.0,407294.0,187645.0,164375.0,4.73,4.01,0.72,2920.0,"Oxford/AstraZeneca, Pfizer/BioNTech",Government of the United Kingdom,https://coronavirus.data.gov.uk/details/healthcare
England,,2021-01-13,2910027.0,2494371.0,415656.0,248177.0,176328.0,5.17,4.43,0.74,3133.0,"Oxford/AstraZeneca, Pfizer/BioNTech",Government of the United Kingdom,https://coronavirus.data.gov.uk/details/healthcare
England,,2021-01-14,3189674.0,2769164.0,420510.0,279647.0,192776.0,5.67,4.92,0.75,3425.0,"Oxford/AstraZeneca, Pfizer/BioNTech",Government of the United Kingdom,https://coronavirus.data.gov.uk/details/healthcare
England,,2021-01-15,3514385.0,3090058.0,424327.0,324711.0,215662.0,6.24,5.49,0.75,3831.0,"Oxford/AstraZeneca, Pfizer/BioNTech",Government of the United Kingdom,https://coronavirus.data.gov.uk/details/healthcare
England,,2021-01-16,3791594.0,3365492.0,426102.0,277209.0,231763.0,6.74,5.98,0.76,4118.0,"Oxford/AstraZeneca, Pfizer/BioNTech",Government of the United Kingdom,https://coronavirus.data.gov.uk/details/healthcare
England,,2021-01-17,3947442.0,3520056.0,427386.0,155848.0,230525.0,7.01,6.25,0.76,4096.0,"Oxford/AstraZeneca, Pfizer/BioNTech",Government of the United Kingdom,https://coronavirus.data.gov.uk/details/healthcare
England,,2021-01-18,4118342.0,3687206.0,431136.0,170900.0,234877.0,7.32,6.55,0.77,4173.0,"Oxford/AstraZeneca, Pfizer/BioNTech",Government of the United Kingdom,https://coronavirus.data.gov.uk/details/healthcare
England,,2021-01-19,4419704.0,3985579.0,434125.0,301362.0,251122.0,7.85,7.08,0.77,4461.0,"Oxford/AstraZeneca, Pfizer/BioNTech",Government of the United Kingdom,https://coronavirus.data.gov.uk/details/healthcare
England,,2021-01-20,4740578.0,4303730.0,436848.0,320874.0,261507.0,8.42,7.65,0.78,4646.0,"Oxford/AstraZeneca, Pfizer/BioNTech",Government of the United Kingdom,https://coronavirus.data.gov.uk/details/healthcare
England,,2021-01-21,5100475.0,4661293.0,439182.0,359897.0,272972.0,9.06,8.28,0.78,4850.0,"Oxford/AstraZeneca, Pfizer/BioNTech",Government of the United Kingdom,https://coronavirus.data.gov.uk/details/healthcare
England,,2021-01-22,5526071.0,5085771.0,440300.0,425596.0,287384.0,9.82,9.04,0.78,5106.0,"Oxford/AstraZeneca, Pfizer/BioNTech",Government of the United Kingdom,https://coronavirus.data.gov.uk/details/healthcare
England,,2021-01-23,5970175.0,5529101.0,441074.0,444104.0,311226.0,10.61,9.82,0.78,5529.0,"Oxford/AstraZeneca, Pfizer/BioNTech",Government of the United Kingdom,https://coronavirus.data.gov.uk/details/healthcare
England,,2021-01-24,6169377.0,5727693.0,441684.0,199202.0,317419.0,10.96,10.18,0.78,5639.0,"Oxford/AstraZeneca, Pfizer/BioNTech",Government of the United Kingdom,https://coronavirus.data.gov.uk/details/healthcare
England,,2021-01-25,6405554.0,5962544.0,443010.0,236177.0,326745.0,11.38,10.59,0.79,5805.0,"Oxford/AstraZeneca, Pfizer/BioNTech",Government of the United Kingdom,https://coronavirus.data.gov.uk/details/healthcare
England,,2021-01-26,6665861.0,6221850.0,444011.0,260307.0,320880.0,11.84,11.05,0.79,5701.0,"Oxford/AstraZeneca, Pfizer/BioNTech",Government of the United Kingdom,https://coronavirus.data.gov.uk/details/healthcare
England,,2021-01-27,6918853.0,6473752.0,445101.0,252992.0,311182.0,12.29,11.5,0.79,5528.0,"Oxford/AstraZeneca, Pfizer/BioNTech",Government of the United Kingdom,https://coronavirus.data.gov.uk/details/healthcare
England,,2021-01-28,7263317.0,6816945.0,446372.0,344464.0,308977.0,12.9,12.11,0.79,5489.0,"Oxford/AstraZeneca, Pfizer/BioNTech",Government of the United Kingdom,https://coronavirus.data.gov.uk/details/healthcare
England,,2021-01-29,7701203.0,7253305.0,447898.0,437886.0,310733.0,13.68,12.89,0.8,5521.0,"Oxford/AstraZeneca, Pfizer/BioNTech",Government of the United Kingdom,https://coronavirus.data.gov.uk/details/healthcare
England,,2021-01-30,8251146.0,7792996.0,458150.0,549943.0,325853.0,14.66,13.85,0.81,5789.0,"Oxford/AstraZeneca, Pfizer/BioNTech",Government of the United Kingdom,https://coronavirus.data.gov.uk/details/healthcare
Estonia,EST,2020-12-28,207.0,,,,,0.02,,,,Pfizer/BioNTech,National Health Board,https://www.terviseamet.ee/et/uudised/covid-19-blogi-31-jaanuar-oopaevaga-lisandus-468-positiivset-testi
Estonia,EST,2020-12-29,516.0,,,309.0,309.0,0.04,,,233.0,Pfizer/BioNTech,National Health Board,https://www.terviseamet.ee/et/uudised/covid-19-blogi-31-jaanuar-oopaevaga-lisandus-468-positiivset-testi
Estonia,EST,2020-12-30,884.0,,,368.0,338.0,0.07,,,255.0,Pfizer/BioNTech,National Health Board,https://www.terviseamet.ee/et/uudised/covid-19-blogi-31-jaanuar-oopaevaga-lisandus-468-positiivset-testi
Estonia,EST,2020-12-31,1907.0,,,1023.0,567.0,0.14,,,427.0,Pfizer/BioNTech,National Health Board,https://www.terviseamet.ee/et/uudised/covid-19-blogi-31-jaanuar-oopaevaga-lisandus-468-positiivset-testi
Estonia,EST,2021-01-01,2487.0,,,580.0,570.0,0.19,,,430.0,Pfizer/BioNTech,National Health Board,https://www.terviseamet.ee/et/uudised/covid-19-blogi-31-jaanuar-oopaevaga-lisandus-468-positiivset-testi
Estonia,EST,2021-01-02,,,,,459.0,,,,346.0,Pfizer/BioNTech,National Health Board,https://www.terviseamet.ee/et/uudised/covid-19-blogi-31-jaanuar-oopaevaga-lisandus-468-positiivset-testi
Estonia,EST,2021-01-03,2517.0,,,,385.0,0.19,,,290.0,Pfizer/BioNTech,National Health Board,https://www.terviseamet.ee/et/uudised/covid-19-blogi-31-jaanuar-oopaevaga-lisandus-468-positiivset-testi
Estonia,EST,2021-01-04,2535.0,,,18.0,333.0,0.19,,,251.0,Pfizer/BioNTech,National Health Board,https://www.terviseamet.ee/et/uudised/covid-19-blogi-31-jaanuar-oopaevaga-lisandus-468-positiivset-testi
Estonia,EST,2021-01-05,3188.0,,,653.0,382.0,0.24,,,288.0,Pfizer/BioNTech,National Health Board,https://www.terviseamet.ee/et/uudised/covid-19-blogi-31-jaanuar-oopaevaga-lisandus-468-positiivset-testi
Estonia,EST,2021-01-06,5009.0,,,1821.0,589.0,0.38,,,444.0,Pfizer/BioNTech,National Health Board,https://www.terviseamet.ee/et/uudised/covid-19-blogi-31-jaanuar-oopaevaga-lisandus-468-positiivset-testi
Estonia,EST,2021-01-07,6632.0,,,1623.0,675.0,0.5,,,509.0,Pfizer/BioNTech,National Health Board,https://www.terviseamet.ee/et/uudised/covid-19-blogi-31-jaanuar-oopaevaga-lisandus-468-positiivset-testi
Estonia,EST,2021-01-08,7973.0,,,1341.0,784.0,0.6,,,591.0,Pfizer/BioNTech,National Health Board,https://www.terviseamet.ee/et/uudised/covid-19-blogi-31-jaanuar-oopaevaga-lisandus-468-positiivset-testi
Estonia,EST,2021-01-09,10197.0,,,2224.0,1099.0,0.77,,,828.0,Pfizer/BioNTech,National Health Board,https://www.terviseamet.ee/et/uudised/covid-19-blogi-31-jaanuar-oopaevaga-lisandus-468-positiivset-testi
Estonia,EST,2021-01-10,10749.0,,,552.0,1176.0,0.81,,,887.0,Pfizer/BioNTech,National Health Board,https://www.terviseamet.ee/et/uudised/covid-19-blogi-31-jaanuar-oopaevaga-lisandus-468-positiivset-testi
Estonia,EST,2021-01-11,10972.0,,,223.0,1205.0,0.83,,,908.0,Pfizer/BioNTech,National Health Board,https://www.terviseamet.ee/et/uudised/covid-19-blogi-31-jaanuar-oopaevaga-lisandus-468-positiivset-testi
Estonia,EST,2021-01-12,11896.0,,,924.0,1244.0,0.9,,,938.0,Pfizer/BioNTech,National Health Board,https://www.terviseamet.ee/et/uudised/covid-19-blogi-31-jaanuar-oopaevaga-lisandus-468-positiivset-testi
Estonia,EST,2021-01-13,13481.0,,,1585.0,1210.0,1.02,,,912.0,Pfizer/BioNTech,National Health Board,https://www.terviseamet.ee/et/uudised/covid-19-blogi-31-jaanuar-oopaevaga-lisandus-468-positiivset-testi
Estonia,EST,2021-01-14,14879.0,,,1398.0,1178.0,1.12,,,888.0,Pfizer/BioNTech,National Health Board,https://www.terviseamet.ee/et/uudised/covid-19-blogi-31-jaanuar-oopaevaga-lisandus-468-positiivset-testi
Estonia,EST,2021-01-15,16677.0,,,1798.0,1243.0,1.26,,,937.0,Pfizer/BioNTech,National Health Board,https://www.terviseamet.ee/et/uudised/covid-19-blogi-31-jaanuar-oopaevaga-lisandus-468-positiivset-testi
Estonia,EST,2021-01-16,17959.0,,,1282.0,1109.0,1.35,,,836.0,Pfizer/BioNTech,National Health Board,https://www.terviseamet.ee/et/uudised/covid-19-blogi-31-jaanuar-oopaevaga-lisandus-468-positiivset-testi
Estonia,EST,2021-01-17,18179.0,,,220.0,1061.0,1.37,,,800.0,Pfizer/BioNTech,National Health Board,https://www.terviseamet.ee/et/uudised/covid-19-blogi-31-jaanuar-oopaevaga-lisandus-468-positiivset-testi
Estonia,EST,2021-01-18,18275.0,,,96.0,1043.0,1.38,,,786.0,Pfizer/BioNTech,National Health Board,https://www.terviseamet.ee/et/uudised/covid-19-blogi-31-jaanuar-oopaevaga-lisandus-468-positiivset-testi
Estonia,EST,2021-01-19,19315.0,,,1040.0,1060.0,1.46,,,799.0,Pfizer/BioNTech,National Health Board,https://www.terviseamet.ee/et/uudised/covid-19-blogi-31-jaanuar-oopaevaga-lisandus-468-positiivset-testi
Estonia,EST,2021-01-20,20478.0,,,1163.0,1000.0,1.54,,,754.0,Pfizer/BioNTech,National Health Board,https://www.terviseamet.ee/et/uudised/covid-19-blogi-31-jaanuar-oopaevaga-lisandus-468-positiivset-testi
Estonia,EST,2021-01-21,21985.0,,,1507.0,1015.0,1.66,,,765.0,Pfizer/BioNTech,National Health Board,https://www.terviseamet.ee/et/uudised/covid-19-blogi-31-jaanuar-oopaevaga-lisandus-468-positiivset-testi
Estonia,EST,2021-01-22,24196.0,,,2211.0,1074.0,1.82,,,810.0,Pfizer/BioNTech,National Health Board,https://www.terviseamet.ee/et/uudised/covid-19-blogi-31-jaanuar-oopaevaga-lisandus-468-positiivset-testi
Estonia,EST,2021-01-23,25704.0,,,1508.0,1106.0,1.94,,,834.0,Pfizer/BioNTech,National Health Board,https://www.terviseamet.ee/et/uudised/covid-19-blogi-31-jaanuar-oopaevaga-lisandus-468-positiivset-testi
Estonia,EST,2021-01-24,25964.0,,,260.0,1112.0,1.96,,,838.0,Pfizer/BioNTech,National Health Board,https://www.terviseamet.ee/et/uudised/covid-19-blogi-31-jaanuar-oopaevaga-lisandus-468-positiivset-testi
Estonia,EST,2021-01-25,26126.0,,,162.0,1122.0,1.97,,,846.0,Pfizer/BioNTech,National Health Board,https://www.terviseamet.ee/et/uudised/covid-19-blogi-31-jaanuar-oopaevaga-lisandus-468-positiivset-testi
Estonia,EST,2021-01-26,27180.0,,,1054.0,1124.0,2.05,,,847.0,Pfizer/BioNTech,National Health Board,https://www.terviseamet.ee/et/uudised/covid-19-blogi-31-jaanuar-oopaevaga-lisandus-468-positiivset-testi
Estonia,EST,2021-01-27,29594.0,,,2414.0,1302.0,2.23,,,982.0,Pfizer/BioNTech,National Health Board,https://www.terviseamet.ee/et/uudised/covid-19-blogi-31-jaanuar-oopaevaga-lisandus-468-positiivset-testi
Estonia,EST,2021-01-28,31629.0,25415.0,6214.0,2035.0,1378.0,2.38,1.92,0.47,1039.0,Pfizer/BioNTech,National Health Board,https://www.terviseamet.ee/et/uudised/covid-19-blogi-31-jaanuar-oopaevaga-lisandus-468-positiivset-testi
Estonia,EST,2021-01-29,34019.0,26412.0,7607.0,2390.0,1403.0,2.56,1.99,0.57,1058.0,Pfizer/BioNTech,National Health Board,https://www.terviseamet.ee/et/uudised/covid-19-blogi-31-jaanuar-oopaevaga-lisandus-468-positiivset-testi
Estonia,EST,2021-01-30,37230.0,27633.0,9597.0,3211.0,1647.0,2.81,2.08,0.72,1242.0,Pfizer/BioNTech,National Health Board,https://www.terviseamet.ee/et/uudised/covid-19-blogi-31-jaanuar-oopaevaga-lisandus-468-positiivset-testi
Estonia,EST,2021-01-31,38055.0,27900.0,10155.0,825.0,1727.0,2.87,2.1,0.77,1302.0,Pfizer/BioNTech,National Health Board,https://www.terviseamet.ee/et/uudised/covid-19-blogi-31-jaanuar-oopaevaga-lisandus-468-positiivset-testi
Finland,FIN,2020-12-31,1767.0,,,,,0.03,,,,Pfizer/BioNTech,Finnish Institute for Health and Welfare,https://www.thl.fi/episeuranta/rokotukset/koronarokotusten_edistyminen.html
Finland,FIN,2021-01-01,,,,,459.0,,,,83.0,Pfizer/BioNTech,Finnish Institute for Health and Welfare,https://www.thl.fi/episeuranta/rokotukset/koronarokotusten_edistyminen.html
Finland,FIN,2021-01-02,,,,,459.0,,,,83.0,Pfizer/BioNTech,Finnish Institute for Health and Welfare,https://www.thl.fi/episeuranta/rokotukset/koronarokotusten_edistyminen.html
Finland,FIN,2021-01-03,,,,,459.0,,,,83.0,Pfizer/BioNTech,Finnish Institute for Health and Welfare,https://www.thl.fi/episeuranta/rokotukset/koronarokotusten_edistyminen.html
Finland,FIN,2021-01-04,3604.0,,,,459.0,0.07,,,83.0,Pfizer/BioNTech,Finnish Institute for Health and Welfare,https://www.thl.fi/episeuranta/rokotukset/koronarokotusten_edistyminen.html
Finland,FIN,2021-01-05,5445.0,,,1841.0,736.0,0.1,,,133.0,Pfizer/BioNTech,Finnish Institute for Health and Welfare,https://www.thl.fi/episeuranta/rokotukset/koronarokotusten_edistyminen.html
Finland,FIN,2021-01-06,,,,,839.0,,,,151.0,Pfizer/BioNTech,Finnish Institute for Health and Welfare,https://www.thl.fi/episeuranta/rokotukset/koronarokotusten_edistyminen.html
Finland,FIN,2021-01-07,8155.0,,,,913.0,0.15,,,165.0,Pfizer/BioNTech,Finnish Institute for Health and Welfare,https://www.thl.fi/episeuranta/rokotukset/koronarokotusten_edistyminen.html
Finland,FIN,2021-01-08,11135.0,,,2980.0,1273.0,0.2,,,230.0,Pfizer/BioNTech,Finnish Institute for Health and Welfare,https://www.thl.fi/episeuranta/rokotukset/koronarokotusten_edistyminen.html
Finland,FIN,2021-01-09,,,,,1353.0,,,,244.0,Pfizer/BioNTech,Finnish Institute for Health and Welfare,https://www.thl.fi/episeuranta/rokotukset/koronarokotusten_edistyminen.html
Finland,FIN,2021-01-10,,,,,1433.0,,,,259.0,Pfizer/BioNTech,Finnish Institute for Health and Welfare,https://www.thl.fi/episeuranta/rokotukset/koronarokotusten_edistyminen.html
Finland,FIN,2021-01-11,14196.0,,,,1513.0,0.26,,,273.0,Pfizer/BioNTech,Finnish Institute for Health and Welfare,https://www.thl.fi/episeuranta/rokotukset/koronarokotusten_edistyminen.html
Finland,FIN,2021-01-12,17617.0,,,3421.0,1739.0,0.32,,,314.0,Pfizer/BioNTech,Finnish Institute for Health and Welfare,https://www.thl.fi/episeuranta/rokotukset/koronarokotusten_edistyminen.html
Finland,FIN,2021-01-13,23126.0,,,5509.0,2332.0,0.42,,,421.0,Pfizer/BioNTech,Finnish Institute for Health and Welfare,https://www.thl.fi/episeuranta/rokotukset/koronarokotusten_edistyminen.html
Finland,FIN,2021-01-14,33033.0,,,9907.0,3554.0,0.6,,,641.0,Pfizer/BioNTech,Finnish Institute for Health and Welfare,https://www.thl.fi/episeuranta/rokotukset/koronarokotusten_edistyminen.html
Finland,FIN,2021-01-15,43143.0,,,10110.0,4573.0,0.78,,,825.0,Pfizer/BioNTech,Finnish Institute for Health and Welfare,https://www.thl.fi/episeuranta/rokotukset/koronarokotusten_edistyminen.html
Finland,FIN,2021-01-16,,,,,4971.0,,,,897.0,Pfizer/BioNTech,Finnish Institute for Health and Welfare,https://www.thl.fi/episeuranta/rokotukset/koronarokotusten_edistyminen.html
Finland,FIN,2021-01-17,,,,,5369.0,,,,969.0,Pfizer/BioNTech,Finnish Institute for Health and Welfare,https://www.thl.fi/episeuranta/rokotukset/koronarokotusten_edistyminen.html
Finland,FIN,2021-01-18,54568.0,,,,5767.0,0.98,,,1041.0,Pfizer/BioNTech,Finnish Institute for Health and Welfare,https://www.thl.fi/episeuranta/rokotukset/koronarokotusten_edistyminen.html
Finland,FIN,2021-01-19,55824.0,,,1256.0,5458.0,1.01,,,985.0,Pfizer/BioNTech,Finnish Institute for Health and Welfare,https://www.thl.fi/episeuranta/rokotukset/koronarokotusten_edistyminen.html
Finland,FIN,2021-01-20,62061.0,,,6237.0,5562.0,1.12,,,1004.0,Pfizer/BioNTech,Finnish Institute for Health and Welfare,https://www.thl.fi/episeuranta/rokotukset/koronarokotusten_edistyminen.html
Finland,FIN,2021-01-21,78300.0,,,16239.0,6467.0,1.41,,,1167.0,Pfizer/BioNTech,Finnish Institute for Health and Welfare,https://www.thl.fi/episeuranta/rokotukset/koronarokotusten_edistyminen.html
Finland,FIN,2021-01-22,91260.0,,,12960.0,6874.0,1.65,,,1241.0,Pfizer/BioNTech,Finnish Institute for Health and Welfare,https://www.thl.fi/episeuranta/rokotukset/koronarokotusten_edistyminen.html
Finland,FIN,2021-01-23,,,,,7253.0,,,,1309.0,Pfizer/BioNTech,Finnish Institute for Health and Welfare,https://www.thl.fi/episeuranta/rokotukset/koronarokotusten_edistyminen.html
Finland,FIN,2021-01-24,,,,,7633.0,,,,1378.0,Pfizer/BioNTech,Finnish Institute for Health and Welfare,https://www.thl.fi/episeuranta/rokotukset/koronarokotusten_edistyminen.html
Finland,FIN,2021-01-25,110651.0,106098.0,4553.0,,8012.0,2.0,1.91,0.08,1446.0,Pfizer/BioNTech,Finnish Institute for Health and Welfare,https://www.thl.fi/episeuranta/rokotukset/koronarokotusten_edistyminen.html
Finland,FIN,2021-01-26,117007.0,110047.0,6960.0,6356.0,8740.0,2.11,1.99,0.13,1577.0,Pfizer/BioNTech,Finnish Institute for Health and Welfare,https://www.thl.fi/episeuranta/rokotukset/koronarokotusten_edistyminen.html
Finland,FIN,2021-01-27,126910.0,117555.0,9355.0,9903.0,9264.0,2.29,2.12,0.17,1672.0,Pfizer/BioNTech,Finnish Institute for Health and Welfare,https://www.thl.fi/episeuranta/rokotukset/koronarokotusten_edistyminen.html
Finland,FIN,2021-01-28,138323.0,127783.0,10540.0,11413.0,8575.0,2.5,2.31,0.19,1548.0,Pfizer/BioNTech,Finnish Institute for Health and Welfare,https://www.thl.fi/episeuranta/rokotukset/koronarokotusten_edistyminen.html
Finland,FIN,2021-01-29,151790.0,137551.0,14239.0,13467.0,8647.0,2.74,2.48,0.26,1561.0,Pfizer/BioNTech,Finnish Institute for Health and Welfare,https://www.thl.fi/episeuranta/rokotukset/koronarokotusten_edistyminen.html
Finland,FIN,2021-01-30,162277.0,144520.0,17757.0,10487.0,9222.0,2.93,2.61,0.32,1664.0,Pfizer/BioNTech,Finnish Institute for Health and Welfare,https://www.thl.fi/episeuranta/rokotukset/koronarokotusten_edistyminen.html
France,FRA,2020-12-27,13.0,13.0,,,,0.0,0.0,,,Pfizer/BioNTech,Public Health France,https://www.data.gouv.fr/fr/datasets/donnees-relatives-aux-personnes-vaccinees-contre-la-covid-19-1/
France,FRA,2020-12-28,52.0,52.0,,39.0,39.0,0.0,0.0,,1.0,Pfizer/BioNTech,Public Health France,https://www.data.gouv.fr/fr/datasets/donnees-relatives-aux-personnes-vaccinees-contre-la-covid-19-1/
France,FRA,2020-12-29,138.0,138.0,,86.0,62.0,0.0,0.0,,1.0,Pfizer/BioNTech,Public Health France,https://www.data.gouv.fr/fr/datasets/donnees-relatives-aux-personnes-vaccinees-contre-la-covid-19-1/
France,FRA,2020-12-30,237.0,237.0,,99.0,75.0,0.0,0.0,,1.0,Pfizer/BioNTech,Public Health France,https://www.data.gouv.fr/fr/datasets/donnees-relatives-aux-personnes-vaccinees-contre-la-covid-19-1/
France,FRA,2020-12-31,316.0,316.0,,79.0,76.0,0.0,0.0,,1.0,Pfizer/BioNTech,Public Health France,https://www.data.gouv.fr/fr/datasets/donnees-relatives-aux-personnes-vaccinees-contre-la-covid-19-1/
France,FRA,2021-01-01,325.0,325.0,,9.0,62.0,0.0,0.0,,1.0,Pfizer/BioNTech,Public Health France,https://www.data.gouv.fr/fr/datasets/donnees-relatives-aux-personnes-vaccinees-contre-la-covid-19-1/
France,FRA,2021-01-02,367.0,367.0,,42.0,59.0,0.0,0.0,,1.0,Pfizer/BioNTech,Public Health France,https://www.data.gouv.fr/fr/datasets/donnees-relatives-aux-personnes-vaccinees-contre-la-covid-19-1/
France,FRA,2021-01-03,441.0,441.0,,74.0,61.0,0.0,0.0,,1.0,Pfizer/BioNTech,Public Health France,https://www.data.gouv.fr/fr/datasets/donnees-relatives-aux-personnes-vaccinees-contre-la-covid-19-1/
France,FRA,2021-01-04,1800.0,1800.0,,1359.0,250.0,0.0,0.0,,4.0,Pfizer/BioNTech,Public Health France,https://www.data.gouv.fr/fr/datasets/donnees-relatives-aux-personnes-vaccinees-contre-la-covid-19-1/
